insertId,labels.INSTANCE_UID,labels.LOG_BUCKET_NUM,labels.SOURCE_ID,logName,receiveLocation,receiveTimestamp,resource.labels.database_id,resource.labels.project_id,resource.labels.region,resource.type,textPayload,timestamp
2#756207062895#8294049711103627181#slow#1709532173152627000#00000000002d6070-0@a3,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:54.706180060Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:53.165960Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001180  Lock_time: 0.000001 Rows_sent: 12  Rows_examined: 327
SET timestamp=1709532173;
SELECT name, COUNT from information_schema.INNODB_METRICS WHERE name IN ('lock_timeouts','lock_deadlocks','adaptive_hash_searches','adaptive_hash_searches_btree','adaptive_hash_rows_added','adaptive_hash_rows_removed','adaptive_hash_rows_updated','ibuf_merges','ibuf_merges_insert','ibuf_merges_delete_mark','ibuf_merges_delete','buffer_flush_sync_waits') and status = 'enabled';",2024-03-04T06:02:53.165960Z
2#756207062895#8294049711103627181#slow#1709532173152627000#00000000002d6070-0@a2,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:54.706180060Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:53.163169Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001880  Lock_time: 0.000001 Rows_sent: 34  Rows_examined: 327
SET timestamp=1709532173;
SELECT name, COUNT from information_schema.INNODB_METRICS WHERE name like 'buffer_LRU%' or name like 'bpe_%';",2024-03-04T06:02:53.163169Z
2#756207062895#8294049711103627181#slow#1709532173152627000#00000000002d6070-0@a1,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:54.706180060Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:53.152627Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001550  Lock_time: 0.000005 Rows_sent: 1  Rows_examined: 141
SET timestamp=1709532173;
SELECT (SELECT COUNT(*)
        FROM   mysql.user
        WHERE  plugin = 'gcp_iam_auth'
               AND authentication_string NOT REGEXP '@.*\.gserviceaccount\.com$'
       ) AS iam_users,
       (SELECT COUNT(*)
        FROM   mysql.user
        WHERE  plugin = 'gcp_iam_auth'
               AND authentication_string REGEXP '@.*\.gserviceaccount\.com$') AS iam_service_accounts,
			 (SELECT COUNT(*)
			  FROM mysql.user 
			  WHERE plugin = 'gcp_iam_group_auth' 
							 AND authentication_string NOT REGEXP '@.*\.gserviceaccount\.com$') AS iam_group_users,
			 (SELECT COUNT(*)
			  FROM mysql.user
				WHERE plugin = 'gcp_iam_group_auth'
							 AND authentication_string REGEXP '@.*\.gserviceaccount\.com$') AS iam_group_service_accounts,(SELECT COUNT(*) FROM mysql.role_edges where FROM_USER = 'cloudiamgroup') as iam_group,
       (SELECT COUNT(*)
        FROM   mysql.user
        WHERE  plugin != 'gcp_iam_auth' AND plugin != 'gcp_iam_group_auth'
               AND TRUE  AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudiamgroup@%' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlapplier@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlexport@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlexport@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlimport@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlimport@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlimport@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlobservabilityadmin@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlobservabilityadmin@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlobservabilityadmin@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqloneshot@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqloneshot@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlreplica@%' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlsuperuser@%' AND CONCAT_WS('@', User, Host) NOT LIKE 'mysql.infoschema@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'mysql.session@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'mysql.sys@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'root@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'root@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'root@localhost'AND mysql.user.User NOT IN (SELECT TO_USER FROM mysql.role_edges WHERE FROM_USER ='cloudiamgroup'))
       AS built_in_accounts,
       UTC_TIMESTAMP;",2024-03-04T06:02:53.152627Z
2#756207062895#8294049711103627181#slow#1709532144329357000#00000000002d54da-0@a2,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.471504755Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:24.329363Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1874452  server_id: 1220270726
# Query_time: 0.000749  Lock_time: 0.000000 Rows_sent: 1  Rows_examined: 61
SET timestamp=1709532144;
SELECT PLUGIN_STATUS FROM INFORMATION_SCHEMA.PLUGINS WHERE plugin_name='cloudsql_mysql_audit';",2024-03-04T06:02:24.329363Z
2#756207062895#8294049711103627181#slow#1709532144329357000#00000000002d54da-0@a1,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.471504755Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:24.329357Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1874451  server_id: 1220270726
# Query_time: 0.000726  Lock_time: 0.000000 Rows_sent: 1  Rows_examined: 61
SET timestamp=1709532144;
SELECT PLUGIN_STATUS FROM INFORMATION_SCHEMA.PLUGINS WHERE plugin_name='audit_log';",2024-03-04T06:02:24.329357Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a8,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.184095Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.004267  Lock_time: 0.000002 Rows_sent: 5  Rows_examined: 493
SET timestamp=1709532143;
SELECT /*+ MAX_EXECUTION_TIME(10000) */ SUBSTRING_INDEX(event_name, '/', 2) AS code_area_group, IFNULL(SUM(current_alloc), 0) AS value FROM sys.x$memory_global_by_current_bytes WHERE SUBSTRING_INDEX(event_name, '/', 2) IN ( 'memory/innodb', 'memory/sql', 'memory/performance_schema', 'memory/temptable', 'memory/memory', 'memory/mysys') GROUP BY code_area_group;",2024-03-04T06:02:23.184095Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a7,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.179670Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.002424  Lock_time: 0.000001 Rows_sent: 1  Rows_examined: 494
SET timestamp=1709532143;
SELECT /*+ MAX_EXECUTION_TIME(10000) */ 'global_memory', IFNULL(total_allocated,0) FROM sys.x$memory_global_total;",2024-03-04T06:02:23.179670Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a6,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.173082Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.000169  Lock_time: 0.000000 Rows_sent: 1  Rows_examined: 0
SET timestamp=1709532143;
SELECT count(id) as 'bpe_shards',
IFNULL(sum(cached),0) as 'bpe_pages_cached',
IFNULL(sum(free),0) as 'bpe_pages_free',
IFNULL(sum(total_size-cache_size),0) as 'bpe_pages_other'
from information_schema.innodb_bpe_shards;",2024-03-04T06:02:23.173082Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a5,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.172753Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.000341  Lock_time: 0.000000 Rows_sent: 1  Rows_examined: 0
SET timestamp=1709532143;
SELECT COUNT(1) 'TOTAL',
IFNULL(SUM(IF(trx_state='RUNNING',1,0)),0) 'RUNNING',
IFNULL(SUM(IF(trx_state='LOCK WAIT',1,0)),0) 'LOCK_WAIT',
IFNULL(SUM(IF(trx_state='ROLLING BACK',1,0)),0) 'ROLLING_BACK',
IFNULL(SUM(IF(trx_state='COMMITTING',1,0)),0) 'COMMITTING',
IFNULL(SUM(trx_rows_locked),0) AS 'total_rows_locked',
IFNULL(SUM(trx_rows_modified),0) AS 'total_rows_modified',
IFNULL(SUM(TIME_TO_SEC(TIMEDIFF(NOW(),trx_started))),0) as 'total_trx_time',
IFNULL(MAX(TIME_TO_SEC(TIMEDIFF(NOW(),trx_started))),0) as 'longest_trx_time'
from information_schema.INNODB_TRX;",2024-03-04T06:02:23.172753Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a4,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.172255Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.000274  Lock_time: 0.000001 Rows_sent: 4  Rows_examined: 7
SET timestamp=1709532143;
SELECT /*+ MAX_EXECUTION_TIME(10000) */ COALESCE(state,'') AS 'state', COUNT(*) AS 'value' FROM performance_schema.processlist GROUP BY state ORDER BY null;",2024-03-04T06:02:23.172255Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a3,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.169116Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001186  Lock_time: 0.000001 Rows_sent: 12  Rows_examined: 327
SET timestamp=1709532143;
SELECT name, COUNT from information_schema.INNODB_METRICS WHERE name IN ('lock_timeouts','lock_deadlocks','adaptive_hash_searches','adaptive_hash_searches_btree','adaptive_hash_rows_added','adaptive_hash_rows_removed','adaptive_hash_rows_updated','ibuf_merges','ibuf_merges_insert','ibuf_merges_delete_mark','ibuf_merges_delete','buffer_flush_sync_waits') and status = 'enabled';",2024-03-04T06:02:23.169116Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a2,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.167703Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001282  Lock_time: 0.000000 Rows_sent: 34  Rows_examined: 327
SET timestamp=1709532143;
SELECT name, COUNT from information_schema.INNODB_METRICS WHERE name like 'buffer_LRU%' or name like 'bpe_%';",2024-03-04T06:02:23.167703Z
2#756207062895#8294049711103627181#slow#1709532143156651000#00000000002d462b-0@a1,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:02:25.085128912Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:02:23.156651Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001728  Lock_time: 0.000004 Rows_sent: 1  Rows_examined: 141
SET timestamp=1709532143;
SELECT (SELECT COUNT(*)
        FROM   mysql.user
        WHERE  plugin = 'gcp_iam_auth'
               AND authentication_string NOT REGEXP '@.*\.gserviceaccount\.com$'
       ) AS iam_users,
       (SELECT COUNT(*)
        FROM   mysql.user
        WHERE  plugin = 'gcp_iam_auth'
               AND authentication_string REGEXP '@.*\.gserviceaccount\.com$') AS iam_service_accounts,
			 (SELECT COUNT(*)
			  FROM mysql.user 
			  WHERE plugin = 'gcp_iam_group_auth' 
							 AND authentication_string NOT REGEXP '@.*\.gserviceaccount\.com$') AS iam_group_users,
			 (SELECT COUNT(*)
			  FROM mysql.user
				WHERE plugin = 'gcp_iam_group_auth'
							 AND authentication_string REGEXP '@.*\.gserviceaccount\.com$') AS iam_group_service_accounts,(SELECT COUNT(*) FROM mysql.role_edges where FROM_USER = 'cloudiamgroup') as iam_group,
       (SELECT COUNT(*)
        FROM   mysql.user
        WHERE  plugin != 'gcp_iam_auth' AND plugin != 'gcp_iam_group_auth'
               AND TRUE  AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudiamgroup@%' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlapplier@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlexport@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlexport@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlimport@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlimport@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlimport@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlobservabilityadmin@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlobservabilityadmin@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlobservabilityadmin@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqloneshot@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqloneshot@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlreplica@%' AND CONCAT_WS('@', User, Host) NOT LIKE 'cloudsqlsuperuser@%' AND CONCAT_WS('@', User, Host) NOT LIKE 'mysql.infoschema@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'mysql.session@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'mysql.sys@localhost' AND CONCAT_WS('@', User, Host) NOT LIKE 'root@127.0.0.1' AND CONCAT_WS('@', User, Host) NOT LIKE 'root@::1' AND CONCAT_WS('@', User, Host) NOT LIKE 'root@localhost'AND mysql.user.User NOT IN (SELECT TO_USER FROM mysql.role_edges WHERE FROM_USER ='cloudiamgroup'))
       AS built_in_accounts,
       UTC_TIMESTAMP;",2024-03-04T06:02:23.156651Z
2#756207062895#8294049711103627181#slow#1709532113153144000#00000000002d2e51-0@a8,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:01:54.713273302Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:01:53.182713Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.003403  Lock_time: 0.000001 Rows_sent: 5  Rows_examined: 493
SET timestamp=1709532113;
SELECT /*+ MAX_EXECUTION_TIME(10000) */ SUBSTRING_INDEX(event_name, '/', 2) AS code_area_group, IFNULL(SUM(current_alloc), 0) AS value FROM sys.x$memory_global_by_current_bytes WHERE SUBSTRING_INDEX(event_name, '/', 2) IN ( 'memory/innodb', 'memory/sql', 'memory/performance_schema', 'memory/temptable', 'memory/memory', 'memory/mysys') GROUP BY code_area_group;",2024-03-04T06:01:53.182713Z
2#756207062895#8294049711103627181#slow#1709532113153144000#00000000002d2e51-0@a7,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:01:54.713273302Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:01:53.179112Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.002072  Lock_time: 0.000000 Rows_sent: 1  Rows_examined: 494
SET timestamp=1709532113;
SELECT /*+ MAX_EXECUTION_TIME(10000) */ 'global_memory', IFNULL(total_allocated,0) FROM sys.x$memory_global_total;",2024-03-04T06:01:53.179112Z
2#756207062895#8294049711103627181#slow#1709532113153144000#00000000002d2e51-0@a6,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:01:54.713273302Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:01:53.174295Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.000163  Lock_time: 0.000000 Rows_sent: 1  Rows_examined: 0
SET timestamp=1709532113;
SELECT count(id) as 'bpe_shards',
IFNULL(sum(cached),0) as 'bpe_pages_cached',
IFNULL(sum(free),0) as 'bpe_pages_free',
IFNULL(sum(total_size-cache_size),0) as 'bpe_pages_other'
from information_schema.innodb_bpe_shards;",2024-03-04T06:01:53.174295Z
2#756207062895#8294049711103627181#slow#1709532113153144000#00000000002d2e51-0@a5,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:01:54.713273302Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:01:53.173989Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.000352  Lock_time: 0.000001 Rows_sent: 1  Rows_examined: 0
SET timestamp=1709532113;
SELECT COUNT(1) 'TOTAL',
IFNULL(SUM(IF(trx_state='RUNNING',1,0)),0) 'RUNNING',
IFNULL(SUM(IF(trx_state='LOCK WAIT',1,0)),0) 'LOCK_WAIT',
IFNULL(SUM(IF(trx_state='ROLLING BACK',1,0)),0) 'ROLLING_BACK',
IFNULL(SUM(IF(trx_state='COMMITTING',1,0)),0) 'COMMITTING',
IFNULL(SUM(trx_rows_locked),0) AS 'total_rows_locked',
IFNULL(SUM(trx_rows_modified),0) AS 'total_rows_modified',
IFNULL(SUM(TIME_TO_SEC(TIMEDIFF(NOW(),trx_started))),0) as 'total_trx_time',
IFNULL(MAX(TIME_TO_SEC(TIMEDIFF(NOW(),trx_started))),0) as 'longest_trx_time'
from information_schema.INNODB_TRX;",2024-03-04T06:01:53.173989Z
2#756207062895#8294049711103627181#slow#1709532113153144000#00000000002d2e51-0@a4,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:01:54.713273302Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:01:53.173429Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.000274  Lock_time: 0.000001 Rows_sent: 4  Rows_examined: 7
SET timestamp=1709532113;
SELECT /*+ MAX_EXECUTION_TIME(10000) */ COALESCE(state,'') AS 'state', COUNT(*) AS 'value' FROM performance_schema.processlist GROUP BY state ORDER BY null;",2024-03-04T06:01:53.173429Z
2#756207062895#8294049711103627181#slow#1709532113153144000#00000000002d2e51-0@a3,10-89b59fc2-971d-413d-8ec1-5b8ef57db334,36,663163313465643363353831366636302d653064,projects/project-jpcafe-product/logs/cloudsql.googleapis.com%2Fmysql-slow.log,,2024-03-04T06:01:54.713273302Z,project-jpcafe-product:mysql-m-vp-prod,project-jpcafe-product,asia-northeast1,cloudsql_database,"# Time: 2024-03-04T06:01:53.170669Z
# User@Host: root[root] @  [127.0.0.1]  thread_id: 1851236  server_id: 1220270726
# Query_time: 0.001195  Lock_time: 0.000001 Rows_sent: 12  Rows_examined: 327
SET timestamp=1709532113;
SELECT name, COUNT from information_schema.INNODB_METRICS WHERE name IN ('lock_timeouts','lock_deadlocks','adaptive_hash_searches','adaptive_hash_searches_btree','adaptive_hash_rows_added','adaptive_hash_rows_removed','adaptive_hash_rows_updated','ibuf_merges','ibuf_merges_insert','ibuf_merges_delete_mark','ibuf_merges_delete','buffer_flush_sync_waits') and status = 'enabled';",2024-03-04T06:01:53.170669Z
